id,province_id,name,alt_name,latitude,longitude,province_name,display_name
1273,12,KOTA PEMATANG SIANTAR,KOTA PEMATANG SIANTAR,2.96667,99.05,Sumatera Utara,Kota Pematang Siantar
1274,12,KOTA TEBING TINGGI,KOTA TEBING TINGGI,3.325,99.14167,Sumatera Utara,Kota Tebing Tinggi
1275,12,KOTA MEDAN,KOTA MEDAN,3.65,98.66667,Sumatera Utara,Kota Medan
1276,12,KOTA BINJAI,KOTA BINJAI,3.8,108.23333,Sumatera Utara,Kota Binjai
1277,12,KOTA PADANG SIDEMPUAN,KOTA PADANG SIDEMPUAN,1.37375,99.26843,Sumatera Utara,Kota Padang Sidempuan
1278,12,KOTA GUNUNGSITOLI,KOTA GUNUNGSITOLI,1.32731,97.55018,Sumatera Utara,Kota Gunungsitoli
1301,13,KABUPATEN KEPULAUAN MENTAWAI,KABUPATEN KEPULAUAN MENTAWAI,1.98917,99.51889,Sumatera Barat,Kepulauan Mentawai
1302,13,KABUPATEN PESISIR SELATAN,KABUPATEN PESISIR SELATAN,-1.58333,100.85,Sumatera Barat,Pesisir Selatan
1303,13,KABUPATEN SOLOK,KABUPATEN SOLOK,-0.96667,100.81667,Sumatera Barat,Solok
1304,13,KABUPATEN SIJUNJUNG,KABUPATEN SIJUNJUNG,-1.1827,101.6056,Sumatera Barat,Sijunjung
1305,13,KABUPATEN TANAH DATAR,KABUPATEN TANAH DATAR,-0.4555,100.5771,Sumatera Barat,Tanah Datar
1306,13,KABUPATEN PADANG PARIAMAN,KABUPATEN PADANG PARIAMAN,-0.6,100.28333,Sumatera Barat,Padang Pariaman
1307,13,KABUPATEN AGAM,KABUPATEN AGAM,-0.25,100.16667,Sumatera Barat,Agam
1308,13,KABUPATEN LIMA PULUH KOTA,KABUPATEN LIMA PULUH KOTA,-0.0168,100.5872,Sumatera Barat,Lima Puluh Kota
1309,13,KABUPATEN PASAMAN,KABUPATEN PASAMAN,0.42503,99.94606,Sumatera Barat,Pasaman
1310,13,KABUPATEN SOLOK SELATAN,KABUPATEN SOLOK SELATAN,-1.23333,101.417,Sumatera Barat,Solok Selatan
1311,13,KABUPATEN DHARMASRAYA,KABUPATEN DHARMASRAYA,-1.05,101.367,Sumatera Barat,Dharmasraya
1312,13,KABUPATEN PASAMAN BARAT,KABUPATEN PASAMAN BARAT,0.28152,99.51965,Sumatera Barat,Pasaman Barat
1371,13,KOTA PADANG,KOTA PADANG,-0.98333,100.45,Sumatera Barat,Kota Padang
1372,13,KOTA SOLOK,KOTA SOLOK,-0.76667,100.61667,Sumatera Barat,Kota Solok
1373,13,KOTA SAWAH LUNTO,KOTA SAWAH LUNTO,-0.6,100.75,Sumatera Barat,Kota Sawah Lunto
1374,13,KOTA PADANG PANJANG,KOTA PADANG PANJANG,-0.45,100.43333,Sumatera Barat,Kota Padang Panjang
1375,13,KOTA BUKITTINGGI,KOTA BUKITTINGGI,-0.275,100.375,Sumatera Barat,Kota Bukittinggi
1376,13,KOTA PAYAKUMBUH,KOTA PAYAKUMBUH,-0.23333,100.63333,Sumatera Barat,Kota Payakumbuh
1377,13,KOTA PARIAMAN,KOTA PARIAMAN,-0.62682,100.12047,Sumatera Barat,Kota Pariaman
1401,14,KABUPATEN KUANTAN SINGINGI,KABUPATEN KUANTAN SINGINGI,-0.47532,101.45857,Riau,Kuantan Singingi
1402,14,KABUPATEN INDRAGIRI HULU,KABUPATEN INDRAGIRI HULU,-0.55,102.31667,Riau,Indragiri Hulu
1403,14,KABUPATEN INDRAGIRI HILIR,KABUPATEN INDRAGIRI HILIR,-0.33333,103.16667,Riau,Indragiri Hilir
1404,14,KABUPATEN PELALAWAN,KABUPATEN PELALAWAN,0.20822,102.18607,Riau,Pelalawan
1405,14,KABUPATEN SIAK,KABUPATEN SIAK,0.97453,102.01355,Riau,Siak
1406,14,KABUPATEN KAMPAR,KABUPATEN KAMPAR,0.2344,101.2131,Riau,Kampar
1407,14,KABUPATEN ROKAN HULU,KABUPATEN ROKAN HULU,0.88333,100.48333,Riau,Rokan Hulu
1408,14,KABUPATEN BENGKALIS,KABUPATEN BENGKALIS,0.9838,102.5096,Riau,Bengkalis
1409,14,KABUPATEN ROKAN HILIR,KABUPATEN ROKAN HILIR,2.16599,100.82514,Riau,Rokan Hilir
1410,14,KABUPATEN KEPULAUAN MERANTI,KABUPATEN KEPULAUAN MERANTI,0.97488,102.69539,Riau,Kepulauan Meranti
1471,14,KOTA PEKANBARU,KOTA PEKANBARU,0.53333,101.46667,Riau,Kota Pekanbaru
1473,14,KOTA DUMAI,KOTA DUMAI,1.61592,101.4917,Riau,Kota Dumai
1501,15,KABUPATEN KERINCI,KABUPATEN KERINCI,-2.03333,101.53333,Jambi,Kerinci
1502,15,KABUPATEN MERANGIN,KABUPATEN MERANGIN,-2.06933,102.13303,Jambi,Merangin
1503,15,KABUPATEN SAROLANGUN,KABUPATEN SAROLANGUN,-2.3,102.65,Jambi,Sarolangun
1504,15,KABUPATEN BATANG HARI,KABUPATEN BATANG HARI,-1.75,103.11667,Jambi,Batang Hari
1505,15,KABUPATEN MUARO JAMBI,KABUPATEN MUARO JAMBI,-1.55214,103.82163,Jambi,Muaro Jambi
1506,15,KABUPATEN TANJUNG JABUNG TIMUR,KABUPATEN TANJUNG JABUNG TIMUR,-1.13198,103.61755,Jambi,Tanjung Jabung Timur
1507,15,KABUPATEN TANJUNG JABUNG BARAT,KABUPATEN TANJUNG JABUNG BARAT,-1.1544,103.24402,Jambi,Tanjung Jabung Barat
1508,15,KABUPATEN TEBO,KABUPATEN TEBO,-1.45576,102.37473,Jambi,Tebo
1509,15,KABUPATEN BUNGO,KABUPATEN BUNGO,-1.50222,101.96,Jambi,Bungo
1571,15,KOTA JAMBI,KOTA JAMBI,-1.61667,103.65,Jambi,Kota Jambi
1572,15,KOTA SUNGAI PENUH,KOTA SUNGAI PENUH,-2.10896,101.32175,Jambi,Kota Sungai Penuh
1601,16,KABUPATEN OGAN KOMERING ULU,KABUPATEN OGAN KOMERING ULU,-4.13333,104.03333,Sumatera Selatan,Ogan Komering Ulu
1602,16,KABUPATEN OGAN KOMERING ILIR,KABUPATEN OGAN KOMERING ILIR,-3.36667,105.36667,Sumatera Selatan,Ogan Komering Ilir
1603,16,KABUPATEN MUARA ENIM,KABUPATEN MUARA ENIM,-4.2327,103.6141,Sumatera Selatan,Muara Enim
1604,16,KABUPATEN LAHAT,KABUPATEN LAHAT,-3.7864,103.5428,Sumatera Selatan,Lahat
1605,16,KABUPATEN MUSI RAWAS,KABUPATEN MUSI RAWAS,-3.08333,103.2,Sumatera Selatan,Musi Rawas
1606,16,KABUPATEN MUSI BANYU ASIN,KABUPATEN MUSI BANYU ASIN,-2.41667,103.75,Sumatera Selatan,Musi Banyu Asin
1607,16,KABUPATEN BANYU ASIN,KABUPATEN BANYU ASIN,-2.88333,104.38306,Sumatera Selatan,Banyu Asin
1608,16,KABUPATEN OGAN KOMERING ULU SELATAN,KABUPATEN OGAN KOMERING ULU SELATAN,-4.65728,104.00659,Sumatera Selatan,Ogan Komering Ulu Selatan
1609,16,KABUPATEN OGAN KOMERING ULU TIMUR,KABUPATEN OGAN KOMERING ULU TIMUR,-3.85679,104.75209,Sumatera Selatan,Ogan Komering Ulu Timur
1610,16,KABUPATEN OGAN ILIR,KABUPATEN OGAN ILIR,-3.43186,104.62727,Sumatera Selatan,Ogan Ilir
1611,16,KABUPATEN EMPAT LAWANG,KABUPATEN EMPAT LAWANG,3.22667,99.09256,Sumatera Selatan,Empat Lawang
1612,16,KABUPATEN PENUKAL ABAB LEMATANG ILIR,KABUPATEN PENUKAL ABAB LEMATANG ILIR,-3.21342,104.08722,Sumatera Selatan,Penukal Abab Lematang Ilir
1613,16,KABUPATEN MUSI RAWAS UTARA,KABUPATEN MUSI RAWAS UTARA,-2.48533,103.29346,Sumatera Selatan,Musi Rawas Utara
1671,16,KOTA PALEMBANG,KOTA PALEMBANG,-3.0,104.71667,Sumatera Selatan,Kota Palembang
1672,16,KOTA PRABUMULIH,KOTA PRABUMULIH,-3.46202,104.2229,Sumatera Selatan,Kota Prabumulih
1673,16,KOTA PAGAR ALAM,KOTA PAGAR ALAM,-4.13055,103.26822,Sumatera Selatan,Kota Pagar Alam
1674,16,KOTA LUBUK LINGGAU,KOTA LUBUK LINGGAU,-3.29308,102.85503,Sumatera Selatan,Kota Lubuk Linggau
1701,17,KABUPATEN BENGKULU SELATAN,KABUPATEN BENGKULU SELATAN,-4.35,103.03333,Bengkulu,Bengkulu Selatan
1702,17,KABUPATEN REJANG LEBONG,KABUPATEN REJANG LEBONG,-3.43333,102.71667,Bengkulu,Rejang Lebong
1703,17,KABUPATEN BENGKULU UTARA,KABUPATEN BENGKULU UTARA,-3.33333,102.05,Bengkulu,Bengkulu Utara
1704,17,KABUPATEN KAUR,KABUPATEN KAUR,-4.78179,103.36109,Bengkulu,Kaur
1705,17,KABUPATEN SELUMA,KABUPATEN SELUMA,-3.96644,102.47429,Bengkulu,Seluma
1706,17,KABUPATEN MUKOMUKO,KABUPATEN MUKOMUKO,-3.07438,101.54766,Bengkulu,Mukomuko
1707,17,KABUPATEN LEBONG,KABUPATEN LEBONG,-3.24278,102.3349,Bengkulu,Lebong
1708,17,KABUPATEN KEPAHIANG,KABUPATEN KEPAHIANG,-3.60194,102.56424,Bengkulu,Kepahiang
1709,17,KABUPATEN BENGKULU TENGAH,KABUPATEN BENGKULU TENGAH,-3.20679,102.12616,Bengkulu,Bengkulu Tengah
1771,17,KOTA BENGKULU,KOTA BENGKULU,-3.81667,102.31667,Bengkulu,Kota Bengkulu
1801,18,KABUPATEN LAMPUNG BARAT,KABUPATEN LAMPUNG BARAT,-5.14904,104.19309,Lampung,Lampung Barat
1802,18,KABUPATEN TANGGAMUS,KABUPATEN TANGGAMUS,-5.38508,104.62349,Lampung,Tanggamus
1803,18,KABUPATEN LAMPUNG SELATAN,KABUPATEN LAMPUNG SELATAN,-5.4531,104.9877,Lampung,Lampung Selatan
1804,18,KABUPATEN LAMPUNG TIMUR,KABUPATEN LAMPUNG TIMUR,-5.10273,105.68003,Lampung,Lampung Timur
1805,18,KABUPATEN LAMPUNG TENGAH,KABUPATEN LAMPUNG TENGAH,-4.86667,105.26667,Lampung,Lampung Tengah
1806,18,KABUPATEN LAMPUNG UTARA,KABUPATEN LAMPUNG UTARA,-4.81667,104.8,Lampung,Lampung Utara
1807,18,KABUPATEN WAY KANAN,KABUPATEN WAY KANAN,-4.44705,104.52753,Lampung,Way Kanan
1808,18,KABUPATEN TULANGBAWANG,KABUPATEN TULANGBAWANG,-4.20604,105.57999,Lampung,Tulangbawang
1809,18,KABUPATEN PESAWARAN,KABUPATEN PESAWARAN,-5.4298,105.17899,Lampung,Pesawaran
1810,18,KABUPATEN PRINGSEWU,KABUPATEN PRINGSEWU,-5.42211,104.93454,Lampung,Pringsewu
1811,18,KABUPATEN MESUJI,KABUPATEN MESUJI,-4.0439,105.4013,Lampung,Mesuji
1812,18,KABUPATEN TULANG BAWANG BARAT,KABUPATEN TULANG BAWANG BARAT,-4.43975,105.0444,Lampung,Tulang Bawang Barat
1813,18,KABUPATEN PESISIR BARAT,KABUPATEN PESISIR BARAT,-5.19323,103.93976,Lampung,Pesisir Barat
1871,18,KOTA BANDAR LAMPUNG,KOTA BANDAR LAMPUNG,-5.41667,105.25,Lampung,Kota Bandar Lampung
1872,18,KOTA METRO,KOTA METRO,-5.11856,105.29949,Lampung,Kota Metro
1901,19,KABUPATEN BANGKA,KABUPATEN BANGKA,-1.91667,105.93333,Kepulauan Bangka Belitung,Bangka
1902,19,KABUPATEN BELITUNG,KABUPATEN BELITUNG,-2.86667,107.7,Kepulauan Bangka Belitung,Belitung
1903,19,KABUPATEN BANGKA BARAT,KABUPATEN BANGKA BARAT,-1.95839,105.53741,Kepulauan Bangka Belitung,Bangka Barat
1904,19,KABUPATEN BANGKA TENGAH,KABUPATEN BANGKA TENGAH,-2.33989,106.1142,Kepulauan Bangka Belitung,Bangka Tengah
1905,19,KABUPATEN BANGKA SELATAN,KABUPATEN BANGKA SELATAN,-2.66803,106.01257,Kepulauan Bangka Belitung,Bangka Selatan
1906,19,KABUPATEN BELITUNG TIMUR,KABUPATEN BELITUNG TIMUR,-2.9627,108.15216,Kepulauan Bangka Belitung,Belitung Timur
1971,19,KOTA PANGKAL PINANG,KOTA PANGKAL PINANG,-2.13333,106.13333,Kepulauan Bangka Belitung,Kota Pangkal Pinang
2101,21,KABUPATEN KARIMUN,KABUPATEN KARIMUN,0.80764,103.41911,Kepulauan Riau,Karimun
2102,21,KABUPATEN BINTAN,KABUPATEN BINTAN,0.95,104.61944,Kepulauan Riau,Bintan
2103,21,KABUPATEN NATUNA,KABUPATEN NATUNA,4.71417,107.97639,Kepulauan Riau,Natuna
2104,21,KABUPATEN LINGGA,KABUPATEN LINGGA,0.2,104.61667,Kepulauan Riau,Lingga
2105,21,KABUPATEN KEPULAUAN ANAMBAS,KABUPATEN KEPULAUAN ANAMBAS,3.0,106.0,Kepulauan Riau,Kepulauan Anambas
2171,21,KOTA BATAM,KOTA BATAM,1.05211,104.02851,Kepulauan Riau,Kota Batam
2172,21,KOTA TANJUNG PINANG,KOTA TANJUNG PINANG,0.91683,104.44329,Kepulauan Riau,Kota Tanjung Pinang
3101,31,KABUPATEN KEPULAUAN SERIBU,KABUPATEN KEPULAUAN SERIBU,-5.5985,106.55271,DKI Jakarta,Kepulauan Seribu
3171,31,KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,-6.266,106.8135,DKI Jakarta,Kota Jakarta Selatan
3172,31,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,-6.2521,106.884,DKI Jakarta,Kota Jakarta Timur
3173,31,KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,-6.1777,106.8403,DKI Jakarta,Kota Jakarta Pusat
3174,31,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,-6.1676,106.7673,DKI Jakarta,Kota Jakarta Barat
3175,31,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,-6.1339,106.8823,DKI Jakarta,Kota Jakarta Utara
3201,32,KABUPATEN BOGOR,KABUPATEN BOGOR,-6.58333,106.71667,Jawa Barat,Bogor
3202,32,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI,-7.06667,106.7,Jawa Barat,Sukabumi
3203,32,KABUPATEN CIANJUR,KABUPATEN CIANJUR,-6.7725,107.08306,Jawa Barat,Cianjur
3204,32,KABUPATEN BANDUNG,KABUPATEN BANDUNG,-7.1,107.6,Jawa Barat,Bandung
3205,32,KABUPATEN GARUT,KABUPATEN GARUT,-7.38333,107.76667,Jawa Barat,Garut
3206,32,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,-7.5,108.13333,Jawa Barat,Tasikmalaya
3207,32,KABUPATEN CIAMIS,KABUPATEN CIAMIS,-7.28333,108.41667,Jawa Barat,Ciamis
3208,32,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,-7.0,108.55,Jawa Barat,Kuningan
3209,32,KABUPATEN CIREBON,KABUPATEN CIREBON,-6.8,108.56667,Jawa Barat,Cirebon
3210,32,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,-6.81667,108.28333,Jawa Barat,Majalengka
3211,32,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,-6.81667,107.98333,Jawa Barat,Sumedang
3212,32,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,-6.45,108.16667,Jawa Barat,Indramayu
3213,32,KABUPATEN SUBANG,KABUPATEN SUBANG,-6.50833,107.7025,Jawa Barat,Subang
3214,32,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,-6.58333,107.45,Jawa Barat,Purwakarta
3215,32,KABUPATEN KARAWANG,KABUPATEN KARAWANG,-6.26667,107.41667,Jawa Barat,Karawang
3216,32,KABUPATEN BEKASI,KABUPATEN BEKASI,-6.24667,107.10833,Jawa Barat,Bekasi
3217,32,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,Jawa Barat,Bandung Barat
3218,32,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,-7.6673,108.64037,Jawa Barat,Pangandaran
3271,32,KOTA BOGOR,KOTA BOGOR,-6.59167,106.8,Jawa Barat,Kota Bogor
3272,32,KOTA SUKABUMI,KOTA SUKABUMI,-6.95,106.93333,Jawa Barat,Kota Sukabumi
3273,32,KOTA BANDUNG,KOTA BANDUNG,-6.9175,107.62444,Jawa Barat,Kota Bandung
3274,32,KOTA CIREBON,KOTA CIREBON,-6.75,108.55,Jawa Barat,Kota Cirebon
3275,32,KOTA BEKASI,KOTA BEKASI,-6.28333,106.98333,Jawa Barat,Kota Bekasi
3276,32,KOTA DEPOK,KOTA DEPOK,-6.4,106.81667,Jawa Barat,Kota Depok
3277,32,KOTA CIMAHI,KOTA CIMAHI,-6.89167,107.55,Jawa Barat,Kota Cimahi
3278,32,KOTA TASIKMALAYA,KOTA TASIKMALAYA,-7.35,108.21667,Jawa Barat,Kota Tasikmalaya
3279,32,KOTA BANJAR,KOTA BANJAR,-7.36996,108.53209,Jawa Barat,Kota Banjar
3301,33,KABUPATEN CILACAP,KABUPATEN CILACAP,-7.57417,108.98861,Jawa Tengah,Cilacap
3302,33,KABUPATEN BANYUMAS,KABUPATEN BANYUMAS,-7.45,109.16667,Jawa Tengah,Banyumas
3303,33,KABUPATEN PURBALINGGA,KABUPATEN PURBALINGGA,-7.28417,109.35028,Jawa Tengah,Purbalingga
3304,33,KABUPATEN BANJARNEGARA,KABUPATEN BANJARNEGARA,-7.35111,109.5875,Jawa Tengah,Banjarnegara
3305,33,KABUPATEN KEBUMEN,KABUPATEN KEBUMEN,-7.63917,109.66056,Jawa Tengah,Kebumen
3306,33,KABUPATEN PURWOREJO,KABUPATEN PURWOREJO,-7.7,109.96667,Jawa Tengah,Purworejo
3307,33,KABUPATEN WONOSOBO,KABUPATEN WONOSOBO,-7.36139,109.92667,Jawa Tengah,Wonosobo
3308,33,KABUPATEN MAGELANG,KABUPATEN MAGELANG,-7.4275,110.16194,Jawa Tengah,Magelang
3309,33,KABUPATEN BOYOLALI,KABUPATEN BOYOLALI,-7.5,110.7,Jawa Tengah,Boyolali
3310,33,KABUPATEN KLATEN,KABUPATEN KLATEN,-7.68333,110.61667,Jawa Tengah,Klaten
3311,33,KABUPATEN SUKOHARJO,KABUPATEN SUKOHARJO,-7.68333,110.83333,Jawa Tengah,Sukoharjo
3312,33,KABUPATEN WONOGIRI,KABUPATEN WONOGIRI,-7.91667,111.0,Jawa Tengah,Wonogiri
3313,33,KABUPATEN KARANGANYAR,KABUPATEN KARANGANYAR,-7.62806,111.0625,Jawa Tengah,Karanganyar
3314,33,KABUPATEN SRAGEN,KABUPATEN SRAGEN,-7.41278,110.935,Jawa Tengah,Sragen
3315,33,KABUPATEN GROBOGAN,KABUPATEN GROBOGAN,-7.11667,110.91667,Jawa Tengah,Grobogan
3316,33,KABUPATEN BLORA,KABUPATEN BLORA,-7.06667,111.38333,Jawa Tengah,Blora
3317,33,KABUPATEN REMBANG,KABUPATEN REMBANG,-6.78333,111.46667,Jawa Tengah,Rembang
3318,33,KABUPATEN PATI,KABUPATEN PATI,-6.76667,111.1,Jawa Tengah,Pati
3319,33,KABUPATEN KUDUS,KABUPATEN KUDUS,-6.8,110.86667,Jawa Tengah,Kudus
3320,33,KABUPATEN JEPARA,KABUPATEN JEPARA,-6.58333,110.76667,Jawa Tengah,Jepara
3321,33,KABUPATEN DEMAK,KABUPATEN DEMAK,-6.8993,110.6122,Jawa Tengah,Demak
3322,33,KABUPATEN SEMARANG,KABUPATEN SEMARANG,-7.20667,110.44139,Jawa Tengah,Semarang
3323,33,KABUPATEN TEMANGGUNG,KABUPATEN TEMANGGUNG,-7.25,110.11667,Jawa Tengah,Temanggung
3324,33,KABUPATEN KENDAL,KABUPATEN KENDAL,-7.0256,110.1685,Jawa Tengah,Kendal
3325,33,KABUPATEN BATANG,KABUPATEN BATANG,-7.03333,109.88333,Jawa Tengah,Batang
3326,33,KABUPATEN PEKALONGAN,KABUPATEN PEKALONGAN,-7.0319,109.624,Jawa Tengah,Pekalongan
3327,33,KABUPATEN PEMALANG,KABUPATEN PEMALANG,-7.03333,109.4,Jawa Tengah,Pemalang
3328,33,KABUPATEN TEGAL,KABUPATEN TEGAL,-7.03333,109.16667,Jawa Tengah,Tegal
3329,33,KABUPATEN BREBES,KABUPATEN BREBES,-7.05,108.9,Jawa Tengah,Brebes
3371,33,KOTA MAGELANG,KOTA MAGELANG,-7.5,110.225,Jawa Tengah,Kota Magelang
3372,33,KOTA SURAKARTA,KOTA SURAKARTA,-7.55,110.81667,Jawa Tengah,Kota Surakarta
3373,33,KOTA SALATIGA,KOTA SALATIGA,-7.33278,110.48333,Jawa Tengah,Kota Salatiga
3374,33,KOTA SEMARANG,KOTA SEMARANG,-7.03333,110.38333,Jawa Tengah,Kota Semarang
3375,33,KOTA PEKALONGAN,KOTA PEKALONGAN,-6.9,109.68333,Jawa Tengah,Kota Pekalongan
3376,33,KOTA TEGAL,KOTA TEGAL,-6.8686,109.1129,Jawa Tengah,Kota Tegal
3401,34,KABUPATEN KULON PROGO,KABUPATEN KULON PROGO,-7.645,110.02694,Daerah Istimewa Yogyakarta,Kulon Progo
3402,34,KABUPATEN BANTUL,KABUPATEN BANTUL,-7.9,110.36667,Daerah Istimewa Yogyakarta,Bantul
